locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFPBCAKN_01221	CDS	1668	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
GFPBCAKN_01222	CDS	459				hypothetical protein
GFPBCAKN_01223	CDS	132				hypothetical protein
GFPBCAKN_01224	CDS	1611	dppA_2		COG0747	Periplasmic dipeptide transport protein
GFPBCAKN_01225	CDS	1020	dppB_1		COG0601	Dipeptide transport system permease protein DppB
GFPBCAKN_01226	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
GFPBCAKN_01227	CDS	987	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
GFPBCAKN_01228	CDS	1002	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
GFPBCAKN_01229	CDS	531				hypothetical protein
GFPBCAKN_01230	CDS	798	bcsQ			Cellulose biosynthesis protein BcsQ
GFPBCAKN_01231	CDS	2100	acsAB		COG1215	Cellulose synthase 1
GFPBCAKN_01232	CDS	2496	bcsB			Cyclic di-GMP-binding protein
GFPBCAKN_01233	CDS	4044				hypothetical protein
GFPBCAKN_01234	CDS	468				hypothetical protein
GFPBCAKN_01235	CDS	999	celY	3.2.1.4	COG3405	Minor endoglucanase Y
GFPBCAKN_01236	CDS	1482	bcsE			Cyclic di-GMP binding protein BcsE
GFPBCAKN_01237	CDS	1995	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
GFPBCAKN_01238	CDS	1275	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
GFPBCAKN_01239	CDS	1473	yhjJ		COG0612	Protein YhjJ
GFPBCAKN_01240	CDS	774	pdeH_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
GFPBCAKN_01241	CDS	2058				hypothetical protein
GFPBCAKN_01242	CDS	1311	yhjE			Inner membrane metabolite transport protein YhjE
GFPBCAKN_01243	CDS	327	mgtC		COG1285	Protein MgtC
GFPBCAKN_01244	CDS	2682	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
GFPBCAKN_01245	CDS	93				hypothetical protein
GFPBCAKN_01246	CDS	249				hypothetical protein
GFPBCAKN_01247	CDS	1314	cpg2	3.4.17.11		Carboxypeptidase G2
GFPBCAKN_01248	CDS	573	mntP		COG1971	putative manganese efflux pump MntP
GFPBCAKN_01249	CDS	165				hypothetical protein
GFPBCAKN_01250	CDS	138				hypothetical protein
GFPBCAKN_01251	CDS	144				hypothetical protein
GFPBCAKN_01252	CDS	1437		3.4.24.40		Serralysin
GFPBCAKN_01253	CDS	318	inh			Proteinase inhibitor
GFPBCAKN_01254	CDS	1767	prsD			Type I secretion system ATP-binding protein PrsD
GFPBCAKN_01255	CDS	1332	prsE			Type I secretion system membrane fusion protein PrsE
GFPBCAKN_01256	CDS	1389	tolC_2		COG1538	Outer membrane protein TolC
GFPBCAKN_01257	CDS	222				hypothetical protein
GFPBCAKN_01258	CDS	912	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
GFPBCAKN_01259	CDS	396				hypothetical protein
GFPBCAKN_01260	CDS	324				hypothetical protein
GFPBCAKN_01261	CDS	1686	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
GFPBCAKN_01262	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
GFPBCAKN_01263	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
GFPBCAKN_01264	CDS	2679	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
GFPBCAKN_01265	CDS	579				hypothetical protein
GFPBCAKN_01266	CDS	1017	gnl	3.1.1.17		Gluconolactonase
GFPBCAKN_01267	CDS	1545				hypothetical protein
GFPBCAKN_01268	CDS	1833		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
GFPBCAKN_01269	CDS	1128				hypothetical protein
GFPBCAKN_01270	CDS	900	viuB		COG2375	Vibriobactin utilization protein ViuB
GFPBCAKN_01271	CDS	735	pcpR			PCP degradation transcriptional activation protein
GFPBCAKN_01272	CDS	333	soxS			Regulatory protein SoxS
GFPBCAKN_01273	CDS	93				hypothetical protein
GFPBCAKN_01274	CDS	303				hypothetical protein
GFPBCAKN_01275	CDS	777				hypothetical protein
GFPBCAKN_01276	CDS	237				hypothetical protein
GFPBCAKN_01277	CDS	741				hypothetical protein
GFPBCAKN_01278	CDS	213				hypothetical protein
GFPBCAKN_01279	CDS	498				hypothetical protein
GFPBCAKN_01280	CDS	873				hypothetical protein
GFPBCAKN_01281	CDS	915	cmpR		COG0583	HTH-type transcriptional activator CmpR
GFPBCAKN_01282	CDS	1035	ndmA	1.14.13.178		Methylxanthine N1-demethylase NdmA
GFPBCAKN_01283	CDS	963	ndmD	1.-.-.-		Oxidoreductase NdmD
GFPBCAKN_01284	CDS	525	yodB		COG3038	Cytochrome b561 
GFPBCAKN_01285	CDS	822		3.1.1.2		Arylesterase
GFPBCAKN_01286	CDS	123				hypothetical protein
GFPBCAKN_01287	CDS	252				hypothetical protein
GFPBCAKN_01288	CDS	1356	gor	1.8.1.7	COG1249	Glutathione reductase
GFPBCAKN_01289	CDS	915	rbn	3.1.-.-	COG1234	Ribonuclease BN
GFPBCAKN_01290	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
GFPBCAKN_01291	CDS	2691				hypothetical protein
GFPBCAKN_01292	CDS	201				hypothetical protein
GFPBCAKN_01293	CDS	465				hypothetical protein
GFPBCAKN_01294	CDS	822				hypothetical protein
GFPBCAKN_01295	CDS	2058	prlC	3.4.24.70	COG0339	Oligopeptidase A
GFPBCAKN_01296	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
GFPBCAKN_01297	CDS	444	uspA		COG0589	Universal stress protein A
GFPBCAKN_01298	CDS	336	uspB			Universal stress protein B
GFPBCAKN_01299	CDS	1539	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
GFPBCAKN_01300	CDS	1185			COG2081	putative protein
GFPBCAKN_01301	CDS	1191	yhdG_1		COG0531	putative amino acid permease YhdG
GFPBCAKN_01302	CDS	834	rhaS_3			HTH-type transcriptional activator RhaS
GFPBCAKN_01303	CDS	1140	sbnB	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
GFPBCAKN_01304	CDS	423				hypothetical protein
GFPBCAKN_01305	CDS	1293	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
GFPBCAKN_01306	CDS	600				hypothetical protein
GFPBCAKN_01307	CDS	1017	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
GFPBCAKN_01308	CDS	1506	proP_2			Proline/betaine transporter
GFPBCAKN_01309	CDS	1551	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
GFPBCAKN_01310	CDS	1038	yhhT		COG0628	Putative transport protein YhhT
GFPBCAKN_01311	CDS	1506	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
GFPBCAKN_01312	CDS	834	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
GFPBCAKN_01313	CDS	852	hexR		COG1737	HTH-type transcriptional regulator HexR
GFPBCAKN_01314	CDS	1923	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
GFPBCAKN_01315	CDS	1941	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
GFPBCAKN_01316	CDS	1029	iolG	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GFPBCAKN_01317	CDS	897	iolE	4.2.1.44	COG1082	Inosose dehydratase
GFPBCAKN_01318	CDS	555				hypothetical protein
GFPBCAKN_01319	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
GFPBCAKN_01320	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
GFPBCAKN_01321	CDS	2259	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
GFPBCAKN_01322	CDS	627				hypothetical protein
GFPBCAKN_01323	CDS	270				hypothetical protein
GFPBCAKN_01324	CDS	606	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
GFPBCAKN_01325	CDS	1485	ftsY		COG0552	Signal recognition particle receptor FtsY
GFPBCAKN_01326	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
GFPBCAKN_01327	CDS	993	ftsX		COG2177	Cell division protein FtsX
GFPBCAKN_01328	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
GFPBCAKN_01329	CDS	408	panZ			PanD regulatory factor
GFPBCAKN_01330	CDS	1116	livJ		COG0683	Leu/Ile/Val/Thr-binding protein
GFPBCAKN_01331	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
GFPBCAKN_01332	CDS	1275				hypothetical protein
GFPBCAKN_01333	CDS	768	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
GFPBCAKN_01334	CDS	714	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GFPBCAKN_01335	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
GFPBCAKN_01336	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
GFPBCAKN_01337	CDS	846				hypothetical protein
GFPBCAKN_01338	CDS	1074	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
GFPBCAKN_01339	CDS	741	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
GFPBCAKN_01340	CDS	288				hypothetical protein
GFPBCAKN_01341	CDS	1752	ggt_2	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
GFPBCAKN_01342	CDS	495	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
GFPBCAKN_01343	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
GFPBCAKN_01344	CDS	996	gntR			HTH-type transcriptional regulator GntR
GFPBCAKN_01345	CDS	549	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
GFPBCAKN_01346	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
GFPBCAKN_01347	CDS	1110	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
GFPBCAKN_01348	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
GFPBCAKN_01349	CDS	1977	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
GFPBCAKN_01350	CDS	1287	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
GFPBCAKN_01351	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
GFPBCAKN_01352	CDS	2448	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
GFPBCAKN_01353	CDS	882				hypothetical protein
GFPBCAKN_01354	CDS	447				hypothetical protein
GFPBCAKN_01355	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
GFPBCAKN_01356	CDS	324	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
GFPBCAKN_01357	CDS	813	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
GFPBCAKN_01358	CDS	759	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
GFPBCAKN_01359	CDS	189				hypothetical protein
GFPBCAKN_01360	CDS	2403	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
GFPBCAKN_01361	CDS	2070	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
GFPBCAKN_01362	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
GFPBCAKN_01363	CDS	714				hypothetical protein
GFPBCAKN_01364	CDS	777	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
GFPBCAKN_01365	CDS	1689	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
GFPBCAKN_01366	CDS	2334	yhgF		COG2183	Protein YhgF
GFPBCAKN_01367	CDS	480	greB		COG0782	Transcription elongation factor GreB
GFPBCAKN_01368	CDS	852	ompR_1			Transcriptional regulatory protein OmpR
GFPBCAKN_01369	CDS	1350	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
GFPBCAKN_01370	CDS	1620	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
GFPBCAKN_01371	CDS	879	hslO		COG1281	33 kDa chaperonin
GFPBCAKN_01372	CDS	402	hslR		COG1188	Heat shock protein 15
GFPBCAKN_01373	CDS	2139	igaA			Intracellular growth attenuator protein igaA
GFPBCAKN_01374	CDS	567	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
GFPBCAKN_01375	CDS	2547	mrcA		COG5009	Penicillin-binding protein 1A
GFPBCAKN_01376	CDS	828				hypothetical protein
GFPBCAKN_01377	CDS	549				hypothetical protein
GFPBCAKN_01378	CDS	498				hypothetical protein
GFPBCAKN_01379	CDS	363				hypothetical protein
GFPBCAKN_01380	CDS	1245	pilQ			Type IV pilus biogenesis and competence protein PilQ
GFPBCAKN_01381	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
GFPBCAKN_01382	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GFPBCAKN_01383	CDS	957	damX		COG3266	Cell division protein DamX
GFPBCAKN_01384	CDS	822	dam	2.1.1.72	COG0338	DNA adenine methylase
GFPBCAKN_01385	CDS	687	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
GFPBCAKN_01386	CDS	702	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
GFPBCAKN_01387	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
GFPBCAKN_01388	CDS	438				hypothetical protein
GFPBCAKN_01389	CDS	324				hypothetical protein
GFPBCAKN_01390	CDS	336	codA	3.5.4.1	COG0402	Cytosine deaminase
GFPBCAKN_01391	CDS	1185	tsgA		COG0477	Protein TsgA
GFPBCAKN_01392	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
GFPBCAKN_01393	CDS	579	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
GFPBCAKN_01394	CDS	1218	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
GFPBCAKN_01395	CDS	2112				hypothetical protein
GFPBCAKN_01396	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
GFPBCAKN_01397	CDS	408	yhfA		COG1765	Protein YhfA
GFPBCAKN_01398	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
GFPBCAKN_01399	CDS	219				hypothetical protein
GFPBCAKN_01400	CDS	999				hypothetical protein
GFPBCAKN_01401	CDS	603	eamB		COG1280	Cysteine/O-acetylserine efflux protein
GFPBCAKN_01402	CDS	978	tauA		COG4521	Taurine-binding periplasmic protein
GFPBCAKN_01403	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
GFPBCAKN_01404	CDS	828	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
GFPBCAKN_01405	CDS	840	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
GFPBCAKN_01406	CDS	1749				hypothetical protein
GFPBCAKN_01407	CDS	1902	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
GFPBCAKN_01408	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
GFPBCAKN_01409	CDS	1806	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
GFPBCAKN_01410	CDS	195				hypothetical protein
GFPBCAKN_01411	CDS	543	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
GFPBCAKN_01412	CDS	219	slyX			Protein SlyX
GFPBCAKN_01413	CDS	837	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
GFPBCAKN_01414	CDS	723	dauR		COG2964	Transcriptional regulator DauR
GFPBCAKN_01415	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
GFPBCAKN_01416	CDS	360	tusC		COG2923	Protein TusC
GFPBCAKN_01417	CDS	288	tusB		COG2168	Protein TusB
GFPBCAKN_01418	CDS	375	rpsL		COG0048	30S ribosomal protein S12
GFPBCAKN_01419	CDS	471	rpsG		COG0049	30S ribosomal protein S7
GFPBCAKN_01420	CDS	2109	fusA		COG0480	Elongation factor G
GFPBCAKN_01421	CDS	1185	tufB_1		COG0050	Elongation factor Tu 2
GFPBCAKN_01422	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
GFPBCAKN_01423	CDS	630	rplC		COG0087	50S ribosomal protein L3
GFPBCAKN_01424	CDS	606	rplD		COG0088	50S ribosomal protein L4
GFPBCAKN_01425	CDS	303	rplW		COG0089	50S ribosomal protein L23
GFPBCAKN_01426	CDS	822	rplB		COG0090	50S ribosomal protein L2
GFPBCAKN_01427	CDS	279	rpsS		COG0185	30S ribosomal protein S19
GFPBCAKN_01428	CDS	333	rplV		COG0091	50S ribosomal protein L22
GFPBCAKN_01429	CDS	699	rpsC		COG0092	30S ribosomal protein S3
GFPBCAKN_01430	CDS	411	rplP		COG0197	50S ribosomal protein L16
GFPBCAKN_01431	CDS	192	rpmC		COG0255	50S ribosomal protein L29
GFPBCAKN_01432	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
GFPBCAKN_01433	CDS	372	rplN		COG0093	50S ribosomal protein L14
GFPBCAKN_01434	CDS	315	rplX		COG0198	50S ribosomal protein L24
GFPBCAKN_01435	CDS	540	rplE		COG0094	50S ribosomal protein L5
GFPBCAKN_01436	CDS	306	rpsN		COG0199	30S ribosomal protein S14
GFPBCAKN_01437	CDS	393	rpsH		COG0096	30S ribosomal protein S8
GFPBCAKN_01438	CDS	534	rplF		COG0097	50S ribosomal protein L6
GFPBCAKN_01439	CDS	354	rplR		COG0256	50S ribosomal protein L18
GFPBCAKN_01440	CDS	501	rpsE		COG0098	30S ribosomal protein S5
GFPBCAKN_01441	CDS	186	rpmD		COG1841	50S ribosomal protein L30
GFPBCAKN_01442	CDS	435	rplO		COG0200	50S ribosomal protein L15
GFPBCAKN_01443	CDS	1332	secY		COG0201	Protein translocase subunit SecY
GFPBCAKN_01444	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
GFPBCAKN_01445	CDS	357	rpsM		COG0099	30S ribosomal protein S13
GFPBCAKN_01446	CDS	390	rpsK		COG0100	30S ribosomal protein S11
GFPBCAKN_01447	CDS	621	rpsD		COG0522	30S ribosomal protein S4
GFPBCAKN_01448	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
GFPBCAKN_01449	CDS	387	rplQ		COG0203	50S ribosomal protein L17
GFPBCAKN_01450	CDS	372				hypothetical protein
GFPBCAKN_01451	CDS	414	zntR		COG0789	HTH-type transcriptional regulator ZntR
GFPBCAKN_01452	CDS	225	arfA		COG3036	Alternative ribosome-rescue factor A
GFPBCAKN_01453	CDS	1731				hypothetical protein
GFPBCAKN_01454	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
GFPBCAKN_01455	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
GFPBCAKN_01456	CDS	1323	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
GFPBCAKN_01457	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
GFPBCAKN_01458	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
GFPBCAKN_01459	CDS	1125				hypothetical protein
GFPBCAKN_01460	CDS	474	smg			Protein Smg
GFPBCAKN_01461	CDS	618	topA_2	5.6.2.1		DNA topoisomerase 1
GFPBCAKN_01462	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
GFPBCAKN_01463	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
GFPBCAKN_01464	CDS	261				hypothetical protein
GFPBCAKN_01465	CDS	555	yrdA		COG0663	Protein YrdA
GFPBCAKN_01466	CDS	204				hypothetical protein
GFPBCAKN_01467	CDS	315				hypothetical protein
GFPBCAKN_01468	CDS	789	phoH		COG1702	Protein PhoH
GFPBCAKN_01469	CDS	219				hypothetical protein
GFPBCAKN_01470	CDS	1287	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
GFPBCAKN_01471	CDS	1131	efeO		COG2822	Iron uptake system component EfeO
GFPBCAKN_01472	CDS	834	efeU		COG0672	Ferrous iron permease EfeU
GFPBCAKN_01473	CDS	1485	putP		COG0591	Sodium/proline symporter
GFPBCAKN_01474	CDS	3948	putA		COG0506	Bifunctional protein PutA
GFPBCAKN_01475	CDS	1095	ycfT		COG4763	Inner membrane protein YcfT
GFPBCAKN_01476	CDS	570				hypothetical protein
GFPBCAKN_01477	CDS	504	fliZ			Regulator of sigma S factor FliZ
GFPBCAKN_01478	CDS	723	fliA_1		COG1191	RNA polymerase sigma factor FliA
GFPBCAKN_01479	CDS	969				hypothetical protein
GFPBCAKN_01480	CDS	843	fliC1			Flagellin 1
GFPBCAKN_01481	CDS	1404	fliD_1		COG1345	Flagellar hook-associated protein 2
GFPBCAKN_01482	CDS	399	fliS_1		COG1516	Flagellar secretion chaperone FliS
GFPBCAKN_01483	CDS	366	fliT			Flagellar protein FliT
GFPBCAKN_01484	CDS	1479	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
GFPBCAKN_01485	CDS	459				hypothetical protein
GFPBCAKN_01486	CDS	324				hypothetical protein
GFPBCAKN_01487	CDS	180				hypothetical protein
GFPBCAKN_01488	CDS	132				hypothetical protein
GFPBCAKN_01489	CDS	912	yedI		COG2354	Inner membrane protein YedI
GFPBCAKN_01490	CDS	276				hypothetical protein
GFPBCAKN_01491	CDS	468	vsr	3.1.-.-	COG3727	Very short patch repair protein
GFPBCAKN_01492	CDS	1410	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
GFPBCAKN_01493	CDS	660	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
GFPBCAKN_01494	CDS	690	yedJ		COG1418	putative protein YedJ
GFPBCAKN_01495	CDS	657				hypothetical protein
GFPBCAKN_01496	CDS	783	mtfA		COG3228	Protein MtfA
GFPBCAKN_01497	tRNA	74				tRNA-Asn(gtt)
GFPBCAKN_01498	CDS	321				hypothetical protein
GFPBCAKN_01499	CDS	2193	katG	1.11.1.21	COG0376	Catalase-peroxidase
GFPBCAKN_01500	CDS	912	yfeA		COG0803	Periplasmic chelated iron-binding protein YfeA
GFPBCAKN_01501	CDS	804	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
GFPBCAKN_01502	CDS	858	mntB_2			Manganese transport system membrane protein MntB
GFPBCAKN_01503	CDS	837	mntB_3			Manganese transport system membrane protein MntB
GFPBCAKN_01504	tRNA	76				tRNA-Asn(gtt)
GFPBCAKN_01505	CDS	2100				hypothetical protein
GFPBCAKN_01506	CDS	1215	oxyE	1.14.13.232		6-methylpretetramide 4-monooxygenase
GFPBCAKN_01507	CDS	1134				hypothetical protein
GFPBCAKN_01508	CDS	1389	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
GFPBCAKN_01509	CDS	789	nikC		COG1173	Nickel import system permease protein NikC
GFPBCAKN_01510	CDS	936	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
GFPBCAKN_01511	CDS	1524	sgrR_1			HTH-type transcriptional regulator SgrR
GFPBCAKN_01512	CDS	765				hypothetical protein
GFPBCAKN_01513	CDS	186				hypothetical protein
GFPBCAKN_01514	CDS	837				hypothetical protein
GFPBCAKN_01515	CDS	576				hypothetical protein
GFPBCAKN_01516	CDS	1251	pehA	3.2.1.15		Endo-polygalacturonase
GFPBCAKN_01517	CDS	423				hypothetical protein
GFPBCAKN_01518	CDS	288				hypothetical protein
GFPBCAKN_01519	CDS	1332	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
GFPBCAKN_01520	CDS	705				hypothetical protein
GFPBCAKN_01521	CDS	957	cbl			HTH-type transcriptional regulator cbl
GFPBCAKN_01522	CDS	918	argP_2			HTH-type transcriptional regulator ArgP
GFPBCAKN_01523	tRNA	76				tRNA-Asn(gtt)
GFPBCAKN_01524	CDS	876				hypothetical protein
GFPBCAKN_01525	CDS	1686				hypothetical protein
GFPBCAKN_01526	CDS	474				hypothetical protein
GFPBCAKN_01527	CDS	180				hypothetical protein
GFPBCAKN_01528	CDS	660				hypothetical protein
GFPBCAKN_01529	CDS	1458	amn	3.2.2.4	COG0775	AMP nucleosidase
GFPBCAKN_01530	CDS	1056	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
GFPBCAKN_01531	CDS	1932	acoR		COG3284	Acetoin catabolism regulatory protein
GFPBCAKN_01532	CDS	312				hypothetical protein
GFPBCAKN_01533	tRNA	76				tRNA-Asn(gtt)
GFPBCAKN_01534	CDS	474	lrp_2		COG1522	Leucine-responsive regulatory protein
GFPBCAKN_01535	CDS	396				hypothetical protein
GFPBCAKN_01536	CDS	423				hypothetical protein
GFPBCAKN_01537	CDS	1410				hypothetical protein
GFPBCAKN_01538	CDS	969	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
GFPBCAKN_01539	CDS	582	bacA	4.1.1.100		Prephenate decarboxylase
GFPBCAKN_01540	CDS	546				hypothetical protein
GFPBCAKN_01541	CDS	1002	ala	1.4.1.1		Alanine dehydrogenase
GFPBCAKN_01542	CDS	627				hypothetical protein
GFPBCAKN_01543	CDS	879	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
GFPBCAKN_01544	CDS	1101	namA_2	1.6.99.1	COG1902	NADPH dehydrogenase
GFPBCAKN_01545	CDS	1452	yeeO		COG0534	putative FMN/FAD exporter YeeO
GFPBCAKN_01546	CDS	333				hypothetical protein
GFPBCAKN_01547	CDS	1194	yeeA		COG1289	Inner membrane protein YeeA
GFPBCAKN_01548	CDS	159				hypothetical protein
GFPBCAKN_01549	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
GFPBCAKN_01550	CDS	1368	plaP		COG0531	Low-affinity putrescine importer PlaP
GFPBCAKN_01551	CDS	828	yeeZ		COG0451	Protein YeeZ
GFPBCAKN_01552	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
GFPBCAKN_01553	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
GFPBCAKN_01554	CDS	1092	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GFPBCAKN_01555	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
GFPBCAKN_01556	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
GFPBCAKN_01557	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
GFPBCAKN_01558	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GFPBCAKN_01559	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
GFPBCAKN_01560	CDS	477				hypothetical protein
